Rxn_name	Comp_correction	Ratelaw						
vRP11_21	Cytoplasm	0.002						
vRP11_22	Cytoplasm	0.001						
vRP11_23	Cytoplasm	0.001						
vRP11_24	Cytoplasm	0.008						
vRP11_25	Cytoplasm	0.008						
vRP11_26	Cytoplasm	0.005						
vRP11_27	Cytoplasm	0.007						
vRP11_28	Cytoplasm	0.005						
vRP11_29	Cytoplasm	0.007						
vRP12_1	Cytoplasm	2.6						
vRP12_2	Cytoplasm	2.6						
vRP12_3	Cytoplasm	2.6						
vRP12_4	Cytoplasm	2.6						
vRP12_5	Cytoplasm	2.6						
vRP12_6	Cytoplasm	2.6						
vRP12_7	Cytoplasm	2.6						
vRP12_8	Cytoplasm	2.6						
vRP12_9	Cytoplasm	2.6						
vRP12_10	Cytoplasm	2.6						
vRP12_11	Cytoplasm	2.6						
vRP12_12	Cytoplasm	2.6						
vRP12_13	Cytoplasm	2.6						
vRP12_14	Cytoplasm	2.6						
vRP12_15	Cytoplasm	2.6						
vRP12_16	Cytoplasm	2.6						
vRP12_17	Cytoplasm	2.6						
vRP12_18	Cytoplasm	2.6						
vRP12_19	Cytoplasm	2.6						
vRP12_20	Cytoplasm	2.6						
vRP12_21	Cytoplasm	2.6						
vRP12_22	Cytoplasm	2.6						
vRP12_23	Cytoplasm	2.6						
vRP12_24	Cytoplasm	2.6						
vRP12_25	Cytoplasm	2.6						
vRP12_26	Cytoplasm	2.6						
vRP12_27	Cytoplasm	2.6						
vRP12_28	Cytoplasm	2.6						
vRP12_29	Cytoplasm	2.6						
vRP13_1	Cytoplasm	0.004						
vRP13_2	Cytoplasm	0.004						
vRP13_3	Cytoplasm	0.004						
vRP13_4	Cytoplasm	0.004						
vRP13_5	Cytoplasm	0.003						
vRP13_6	Cytoplasm	0.003						
vRP13_7	Cytoplasm	0.003						
vRP13_8	Cytoplasm	0.003						
vRP13_9	Cytoplasm	0.003						
vRP13_10	Cytoplasm	0.003						
vRP13_11	Cytoplasm	0.003						
vRP13_12	Cytoplasm	0.002						
vRP13_13	Cytoplasm	0.002						
vRP13_14	Cytoplasm	0.003						
vRP13_15	Cytoplasm	0.003						
vRP13_16	Cytoplasm	0.003						
vRP13_17	Cytoplasm	0.002						
vRP13_18	Cytoplasm	0.002						
vRP13_19	Cytoplasm	0.002						
vRP13_20	Cytoplasm	0.004						
vRP13_21	Cytoplasm	0.004						
vRP13_22	Cytoplasm	0.005						
vRP13_23	Cytoplasm	0.005						
vRP13_24	Cytoplasm	0.002						
vRP13_25	Cytoplasm	0.006						
vRP13_26	Cytoplasm	0.0015						
vRP13_27	Cytoplasm	0.0035						
vRP13_28	Cytoplasm	0.0015						
vRP13_29	Cytoplasm	0.0035						
vRP14_1	Cytoplasm	0.51						
vRP14_2	Cytoplasm	0.51						
vRP14_3	Cytoplasm	0.51						
vRP14_4	Cytoplasm	0.51						
vRP14_5	Cytoplasm	0.51						
vRP14_6	Cytoplasm	0.51						
vRP14_7	Cytoplasm	0.51						
vRP14_8	Cytoplasm	0.51						
vRP14_9	Cytoplasm	0.51						
vRP14_10	Cytoplasm	0.51						
vRP14_11	Cytoplasm	0.51						
vRP14_12	Cytoplasm	0.51						
vRP14_13	Cytoplasm	0.51						
vRP14_14	Cytoplasm	0.51						
vRP14_15	Cytoplasm	0.51						
vRP14_16	Cytoplasm	0.51						
vRP14_17	Cytoplasm	0.51						
vRP14_18	Cytoplasm	0.51						
vRP14_19	Cytoplasm	0.51						
vRP14_20	Cytoplasm	0.51						
vRP14_21	Cytoplasm	0.51						
vRP14_22	Cytoplasm	0.51						
vRP14_23	Cytoplasm	0.51						
vRP14_24	Cytoplasm	0.51						
vRP14_25	Cytoplasm	0.51						
vRP14_26	Cytoplasm	0.51						
vRP14_27	Cytoplasm	0.51						
vRP14_28	Cytoplasm	0.51						
vRP14_29	Cytoplasm	0.51						
vRP15_1	Cytoplasm	0.004						
vRP15_2	Cytoplasm	0.002						
vRP15_3	Cytoplasm	0.002						
vRP15_4	Cytoplasm	0.002						
vRP15_5	Cytoplasm	0.01						
vRP15_6	Cytoplasm	0.01						
vRP15_7	Cytoplasm	0.004						
vRP15_8	Cytoplasm	0.004						
vRP15_9	Cytoplasm	0.012						
vRP15_10	Cytoplasm	0.01						
vRP15_11	Cytoplasm	0.01						
vRP15_12	Cytoplasm	0.012						
vRP15_13	Cytoplasm	0.012						
vRP15_14	Cytoplasm	0.006						
vRP15_15	Cytoplasm	0.004						
vRP15_16	Cytoplasm	0.004						
vRP15_17	Cytoplasm	0.012						
vRP15_18	Cytoplasm	0.006						
vRP15_19	Cytoplasm	0.006						
vRP15_20	Cytoplasm	0.006						
vRP15_21	Cytoplasm	0.006						
vRP15_22	Cytoplasm	0.006						
vRP15_23	Cytoplasm	0.006						
vRP15_24	Cytoplasm	0.014						
vRP15_25	Cytoplasm	0.016						
vRP15_26	Cytoplasm	0.0105						
vRP15_27	Cytoplasm	0.0145						
vRP15_28	Cytoplasm	0.0105						
vRP15_29	Cytoplasm	0.0145						
vRP16_1	Cytoplasm	0.07						
vRP16_2	Cytoplasm	0.07						
vRP16_3	Cytoplasm	0.07						
vRP16_4	Cytoplasm	0.07						
vRP16_5	Cytoplasm	0.07						
vRP16_6	Cytoplasm	0.07						
vRP16_7	Cytoplasm	0.07						
vRP16_8	Cytoplasm	0.07						
vRP16_9	Cytoplasm	0.07						
vRP16_10	Cytoplasm	0.07						
vRP16_11	Cytoplasm	0.07						
vRP16_12	Cytoplasm	0.07						
vRP16_13	Cytoplasm	0.07						
vRP16_14	Cytoplasm	0.07						
vRP16_15	Cytoplasm	0.07						
vRP16_16	Cytoplasm	0.07						
vRP16_17	Cytoplasm	0.07						
vRP16_18	Cytoplasm	0.07						
vRP16_19	Cytoplasm	0.07						
vRP16_20	Cytoplasm	0.07						
vRP16_21	Cytoplasm	0.07						
vRP16_22	Cytoplasm	0.07						
vRP16_23	Cytoplasm	0.07						
vRP16_24	Cytoplasm	0.07						
vRP16_25	Cytoplasm	0.07						
vRP16_26	Cytoplasm	0.07						
vRP16_27	Cytoplasm	0.07						
vRP16_28	Cytoplasm	0.07						
vRP16_29	Cytoplasm	0.07						
vRP17_1	Cytoplasm	0.004						
vRP17_2	Cytoplasm	0.002						
vRP17_3	Cytoplasm	0.002						
vRP17_4	Cytoplasm	0.002						
vRP17_5	Cytoplasm	0.01						
vRP17_6	Cytoplasm	0.01						
vRP17_7	Cytoplasm	0.004						
vRP17_8	Cytoplasm	0.004						
vRP17_9	Cytoplasm	0.012						
vRP17_10	Cytoplasm	0.01						
vRP17_11	Cytoplasm	0.01						
vRP17_12	Cytoplasm	0.012						
vRP17_13	Cytoplasm	0.012						
vRP17_14	Cytoplasm	0.006						
vRP17_15	Cytoplasm	0.004						
vRP17_16	Cytoplasm	0.004						
vRP17_17	Cytoplasm	0.012						
vRP17_18	Cytoplasm	0.006						
vRP17_19	Cytoplasm	0.006						
vRP17_20	Cytoplasm	0.006						
vRP17_21	Cytoplasm	0.006						
vRP17_22	Cytoplasm	0.006						
vRP17_23	Cytoplasm	0.006						
vRP17_24	Cytoplasm	0.014						
vRP17_25	Cytoplasm	0.016						
vRP17_26	Cytoplasm	0.0105						
vRP17_27	Cytoplasm	0.0145						
vRP17_28	Cytoplasm	0.0105						
vRP17_29	Cytoplasm	0.0145						
vRP18_1	Cytoplasm	0.07						
vRP18_2	Cytoplasm	0.07						
vRP18_3	Cytoplasm	0.07						
vRP18_4	Cytoplasm	0.07						
vRP18_5	Cytoplasm	0.07						
vRP18_6	Cytoplasm	0.07						
vRP18_7	Cytoplasm	0.07						
vRP18_8	Cytoplasm	0.07						
vRP18_9	Cytoplasm	0.07						
vRP18_10	Cytoplasm	0.07						
vRP18_11	Cytoplasm	0.07						
vRP18_12	Cytoplasm	0.07						
vRP18_13	Cytoplasm	0.07						
vRP18_14	Cytoplasm	0.07						
vRP18_15	Cytoplasm	0.07						
vRP18_16	Cytoplasm	0.07						
vRP18_17	Cytoplasm	0.07						
vRP18_18	Cytoplasm	0.07						
vRP18_19	Cytoplasm	0.07						
vRP18_20	Cytoplasm	0.07						
vRP18_21	Cytoplasm	0.07						
vRP18_22	Cytoplasm	0.07						
vRP18_23	Cytoplasm	0.07						
vRP18_24	Cytoplasm	0.07						
vRP18_25	Cytoplasm	0.07						
vRP18_26	Cytoplasm	0.07						
vRP18_27	Cytoplasm	0.07						
vRP18_28	Cytoplasm	0.07						
vRP18_29	Cytoplasm	0.07						
vRP19_1	Cytoplasm	0.001						
vRP19_2	Cytoplasm	0.001						
vRP19_3	Cytoplasm	0.001						
vRP19_4	Cytoplasm	0.001						
vRP19_5	Cytoplasm	0.001						
vRP19_6	Cytoplasm	0.001						
vRP19_7	Cytoplasm	0.001						
vRP19_8	Cytoplasm	0.001						
vRP19_9	Cytoplasm	0.001						
vRP19_10	Cytoplasm	0.001						
vRP19_11	Cytoplasm	0.001						
vRP19_12	Cytoplasm	0.001						
vRP19_13	Cytoplasm	0.001						
vRP19_14	Cytoplasm	0.001						
vRP19_15	Cytoplasm	0.001						
vRP19_16	Cytoplasm	0.001						
vRP19_17	Cytoplasm	0.001						
vRP19_18	Cytoplasm	0.001						
vRP19_19	Cytoplasm	0.001						
vRP19_20	Cytoplasm	0.001						
vRP19_21	Cytoplasm	0.001						
vRP19_22	Cytoplasm	0.001						
vRP19_23	Cytoplasm	0.001						
vRP19_24	Cytoplasm	0.001						
vRP19_25	Cytoplasm	0.001						
vRP19_26	Cytoplasm	0.001						
vRP19_27	Cytoplasm	0.001						
vRP19_28	Cytoplasm	0.001						
vRP19_29	Cytoplasm	0.001						
vRP20_1	Cytoplasm	0.01						
vRP20_2	Cytoplasm	0.01						
vRP20_3	Cytoplasm	0.01						
vRP20_4	Cytoplasm	0.01						
vRP20_5	Cytoplasm	0.01						
vRP20_6	Cytoplasm	0.01						
vRP20_7	Cytoplasm	0.01						
vRP20_8	Cytoplasm	0.01						
vRP20_9	Cytoplasm	0.01						
vRP20_10	Cytoplasm	0.01						
vRP20_11	Cytoplasm	0.01						
vRP20_12	Cytoplasm	0.01						
vRP20_13	Cytoplasm	0.01						
vRP20_14	Cytoplasm	0.01						
vRP20_15	Cytoplasm	0.01						
vRP20_16	Cytoplasm	0.01						
vRP20_17	Cytoplasm	0.01						
vRP20_18	Cytoplasm	0.01						
vRP20_19	Cytoplasm	0.01						
vRP20_20	Cytoplasm	0.01						
vRP20_21	Cytoplasm	0.01						
vRP20_22	Cytoplasm	0.01						
vRP20_23	Cytoplasm	0.01						
vRP20_24	Cytoplasm	0.01						
vRP20_25	Cytoplasm	0.01						
vRP20_26	Cytoplasm	0.01						
vRP20_27	Cytoplasm	0.01						
vRP20_28	Cytoplasm	0.01						
vRP20_29	Cytoplasm	0.01						
vRP21_1	Cytoplasm	1						
vRP21_2	Cytoplasm	1						
vRP21_3	Cytoplasm	1						
vRP21_4	Cytoplasm	1						
vRP21_5	Cytoplasm	1						
vRP21_6	Cytoplasm	1						
vRP21_7	Cytoplasm	1						
vRP21_8	Cytoplasm	1						
vRP21_9	Cytoplasm	1						
vRP21_10	Cytoplasm	1						
vRP21_11	Cytoplasm	1						
vRP21_12	Cytoplasm	1						
vRP21_13	Cytoplasm	1						
vRP21_14	Cytoplasm	1						
vRP21_15	Cytoplasm	1						
vRP21_16	Cytoplasm	1						
vRP21_17	Cytoplasm	1						
vRP21_18	Cytoplasm	1						
vRP21_19	Cytoplasm	1						
vRP21_20	Cytoplasm	1						
vRP21_21	Cytoplasm	1						
vRP21_22	Cytoplasm	1						
vRP21_23	Cytoplasm	1						
vRP21_24	Cytoplasm	1						
vRP21_25	Cytoplasm	1						
vRP21_26	Cytoplasm	1						
vRP21_27	Cytoplasm	1						
vRP21_28	Cytoplasm	1						
vRP21_29	Cytoplasm	1						
vRP22_1	Cytoplasm	1						
vRP22_2	Cytoplasm	1						
vRP22_3	Cytoplasm	1						
vRP22_4	Cytoplasm	1						
vRP22_5	Cytoplasm	1						
vRP22_6	Cytoplasm	1						
vRP22_7	Cytoplasm	1						
vRP22_8	Cytoplasm	1						
vRP22_9	Cytoplasm	1						
vRP22_10	Cytoplasm	1						
vRP22_11	Cytoplasm	1						
vRP22_12	Cytoplasm	1						
vRP22_13	Cytoplasm	1						
vRP22_14	Cytoplasm	1						
vRP22_15	Cytoplasm	1						
vRP22_16	Cytoplasm	1						
vRP22_17	Cytoplasm	1						
vRP22_18	Cytoplasm	1						
vRP22_19	Cytoplasm	1						
vRP22_20	Cytoplasm	1						
vRP22_21	Cytoplasm	1						
vRP22_22	Cytoplasm	1						
vRP22_23	Cytoplasm	1						
vRP22_24	Cytoplasm	1						
vRP22_25	Cytoplasm	1						
vRP22_26	Cytoplasm	1						
vRP22_27	Cytoplasm	1						
vRP22_28	Cytoplasm	1						
vRP22_29	Cytoplasm	1						
vRP23_1	Cytoplasm	10						
vRP23_2	Cytoplasm	10						
vRP23_3	Cytoplasm	10						
vRP23_4	Cytoplasm	10						
vRP23_5	Cytoplasm	10						
vRP23_6	Cytoplasm	10						
vRP23_7	Cytoplasm	10						
vRP23_8	Cytoplasm	10						
vRP23_9	Cytoplasm	10						
vRP23_10	Cytoplasm	10						
vRP23_11	Cytoplasm	10						
vRP23_12	Cytoplasm	10						
vRP23_13	Cytoplasm	10						
vRP23_14	Cytoplasm	10						
vRP23_15	Cytoplasm	10						
vRP23_16	Cytoplasm	10						
vRP23_17	Cytoplasm	10						
vRP23_18	Cytoplasm	10						
vRP23_19	Cytoplasm	10						
vRP23_20	Cytoplasm	10						
vRP23_21	Cytoplasm	10						
vRP23_22	Cytoplasm	10						
vRP23_23	Cytoplasm	10						
vRP23_24	Cytoplasm	10						
vRP23_25	Cytoplasm	10						
vRP23_26	Cytoplasm	10						
vRP23_27	Cytoplasm	10						
vRP23_28	Cytoplasm	10						
vRP23_29	Cytoplasm	10						
vRP24_1	Cytoplasm	10						
vRP24_2	Cytoplasm	10						
vRP24_3	Cytoplasm	10						
vRP24_4	Cytoplasm	10						
vRP24_5	Cytoplasm	10						
vRP24_6	Cytoplasm	10						
vRP24_7	Cytoplasm	10						
vRP24_8	Cytoplasm	10						
vRP24_9	Cytoplasm	10						
vRP24_10	Cytoplasm	10						
vRP24_11	Cytoplasm	10						
vRP24_12	Cytoplasm	10						
vRP24_13	Cytoplasm	10						
vRP24_14	Cytoplasm	10						
vRP24_15	Cytoplasm	10						
vRP24_16	Cytoplasm	10						
vRP24_17	Cytoplasm	10						
vRP24_18	Cytoplasm	10						
vRP24_19	Cytoplasm	10						
vRP24_20	Cytoplasm	10						
vRP24_21	Cytoplasm	10						
vRP24_22	Cytoplasm	10						
vRP24_23	Cytoplasm	10						
vRP24_24	Cytoplasm	10						
vRP24_25	Cytoplasm	10						
vRP24_26	Cytoplasm	10						
vRP24_27	Cytoplasm	10						
vRP24_28	Cytoplasm	10						
vRP24_29	Cytoplasm	10						
vRP25_1	Cytoplasm	0.001						
vRP25_2	Cytoplasm	0.001						
vRP25_3	Cytoplasm	0.001						
vRP25_4	Cytoplasm	0.001						
vRP25_5	Cytoplasm	0.001						
vRP25_6	Cytoplasm	0.001						
vRP25_7	Cytoplasm	0.001						
vRP25_8	Cytoplasm	0.001						
vRP25_9	Cytoplasm	0.001						
vRP25_10	Cytoplasm	0.001						
vRP25_11	Cytoplasm	0.001						
vRP25_12	Cytoplasm	0.001						
vRP25_13	Cytoplasm	0.001						
vRP25_14	Cytoplasm	0.001						
vRP25_15	Cytoplasm	0.001						
vRP25_16	Cytoplasm	0.001						
vRP25_17	Cytoplasm	0.001						
vRP25_18	Cytoplasm	0.001						
vRP25_19	Cytoplasm	0.001						
vRP25_20	Cytoplasm	0.001						
vRP25_21	Cytoplasm	0.001						
vRP25_22	Cytoplasm	0.001						
vRP25_23	Cytoplasm	0.001						
vRP25_24	Cytoplasm	0.001						
vRP25_25	Cytoplasm	0.001						
vRP25_26	Cytoplasm	0.001						
vRP25_27	Cytoplasm	0.001						
vRP25_28	Cytoplasm	0.001						
vRP25_29	Cytoplasm	0.001						
vRP26_1	Cytoplasm	0.1						
vRP26_2	Cytoplasm	0.1						
vRP26_3	Cytoplasm	0.1						
vRP26_4	Cytoplasm	0.1						
vRP26_5	Cytoplasm	0.1						
vRP26_6	Cytoplasm	0.1						
vRP26_7	Cytoplasm	0.1						
vRP26_8	Cytoplasm	0.1						
vRP26_9	Cytoplasm	0.1						
vRP26_10	Cytoplasm	0.1						
vRP26_11	Cytoplasm	0.1						
vRP26_12	Cytoplasm	0.1						
vRP26_13	Cytoplasm	0.1						
vRP26_14	Cytoplasm	0.1						
vRP26_15	Cytoplasm	0.1						
vRP26_16	Cytoplasm	0.1						
vRP26_17	Cytoplasm	0.1						
vRP26_18	Cytoplasm	0.1						
vRP26_19	Cytoplasm	0.1						
vRP26_20	Cytoplasm	0.1						
vRP26_21	Cytoplasm	0.1						
vRP26_22	Cytoplasm	0.1						
vRP26_23	Cytoplasm	0.1						
vRP26_24	Cytoplasm	0.1						
vRP26_25	Cytoplasm	0.1						
vRP26_26	Cytoplasm	0.1						
vRP26_27	Cytoplasm	0.1						
vRP26_28	Cytoplasm	0.1						
vRP26_29	Cytoplasm	0.1						
vRP27_1	Cytoplasm	1						
vRP27_2	Cytoplasm	1						
vRP27_3	Cytoplasm	1						
vRP27_4	Cytoplasm	1						
vRP27_5	Cytoplasm	1						
vRP27_6	Cytoplasm	1						
vRP27_7	Cytoplasm	1						
vRP27_8	Cytoplasm	1						
vRP27_9	Cytoplasm	1						
vRP27_10	Cytoplasm	1						
vRP27_11	Cytoplasm	1						
vRP27_12	Cytoplasm	1						
vRP27_13	Cytoplasm	1						
vRP27_14	Cytoplasm	1						
vRP27_15	Cytoplasm	1						
vRP27_16	Cytoplasm	1						
vRP27_17	Cytoplasm	1						
vRP27_18	Cytoplasm	1						
vRP27_19	Cytoplasm	1						
vRP27_20	Cytoplasm	1						
vRP27_21	Cytoplasm	1						
vRP27_22	Cytoplasm	1						
vRP27_23	Cytoplasm	1						
vRP27_24	Cytoplasm	1						
vRP27_25	Cytoplasm	1						
vRP27_26	Cytoplasm	1						
vRP27_27	Cytoplasm	1						
vRP27_28	Cytoplasm	1						
vRP27_29	Cytoplasm	1						
vRP28_1	Cytoplasm	0.001						
vRP28_2	Cytoplasm	0.001						
vRP28_3	Cytoplasm	0.001						
vRP28_4	Cytoplasm	0.001						
vRP28_5	Cytoplasm	0.001						
vRP28_6	Cytoplasm	0.001						
vRP28_7	Cytoplasm	0.001						
vRP28_8	Cytoplasm	0.001						
vRP28_9	Cytoplasm	0.001						
vRP28_10	Cytoplasm	0.001						
vRP28_11	Cytoplasm	0.001						
vRP28_12	Cytoplasm	0.001						
vRP28_13	Cytoplasm	0.001						
vRP28_14	Cytoplasm	0.001						
vRP28_15	Cytoplasm	0.001						
vRP28_16	Cytoplasm	0.001						
vRP28_17	Cytoplasm	0.001						
vRP28_18	Cytoplasm	0.001						
vRP28_19	Cytoplasm	0.001						
vRP28_20	Cytoplasm	0.001						
vRP28_21	Cytoplasm	0.001						
vRP28_22	Cytoplasm	0.001						
vRP28_23	Cytoplasm	0.001						
vRP28_24	Cytoplasm	0.001						
vRP28_25	Cytoplasm	0.001						
vRP28_26	Cytoplasm	0.005						
vRP28_27	Cytoplasm	0.005						
vRP28_28	Cytoplasm	0.005						
vRP28_29	Cytoplasm	0.005						
vRP29_1	Cytoplasm	0.01						
vRP29_2	Cytoplasm	0.01						
vRP29_3	Cytoplasm	0.01						
vRP29_4	Cytoplasm	0.01						
vRP29_5	Cytoplasm	0.01						
vRP29_6	Cytoplasm	0.01						
vRP29_7	Cytoplasm	0.01						
vRP29_8	Cytoplasm	0.01						
vRP29_9	Cytoplasm	0.01						
vRP29_10	Cytoplasm	0.01						
vRP29_11	Cytoplasm	0.01						
vRP29_12	Cytoplasm	0.01						
vRP29_13	Cytoplasm	0.01						
vRP29_14	Cytoplasm	0.01						
vRP29_15	Cytoplasm	0.01						
vRP29_16	Cytoplasm	0.01						
vRP29_17	Cytoplasm	0.01						
vRP29_18	Cytoplasm	0.01						
vRP29_19	Cytoplasm	0.01						
vRP29_20	Cytoplasm	0.01						
vRP29_21	Cytoplasm	0.01						
vRP29_22	Cytoplasm	0.01						
vRP29_23	Cytoplasm	0.01						
vRP29_24	Cytoplasm	0.01						
vRP29_25	Cytoplasm	0.01						
vRP29_26	Cytoplasm	0.05						
vRP29_27	Cytoplasm	0.05						
vRP29_28	Cytoplasm	0.05						
vRP29_29	Cytoplasm	0.05						
vRP30_1	Cytoplasm	1						
vRP30_2	Cytoplasm	1						
vRP30_3	Cytoplasm	1						
vRP30_4	Cytoplasm	1						
vRP30_5	Cytoplasm	1						
vRP30_6	Cytoplasm	1						
vRP30_7	Cytoplasm	1						
vRP30_8	Cytoplasm	1						
vRP30_9	Cytoplasm	1						
vRP30_10	Cytoplasm	1						
vRP30_11	Cytoplasm	1						
vRP30_12	Cytoplasm	1						
vRP30_13	Cytoplasm	1						
vRP30_14	Cytoplasm	1						
vRP30_15	Cytoplasm	1						
vRP30_16	Cytoplasm	1						
vRP30_17	Cytoplasm	1						
vRP30_18	Cytoplasm	1						
vRP30_19	Cytoplasm	1						
vRP30_20	Cytoplasm	1						
vRP30_21	Cytoplasm	1						
vRP30_22	Cytoplasm	1						
vRP30_23	Cytoplasm	1						
vRP30_24	Cytoplasm	1						
vRP30_25	Cytoplasm	1						
vRP30_26	Cytoplasm	5						
vRP30_27	Cytoplasm	5						
vRP30_28	Cytoplasm	5						
vRP30_29	Cytoplasm	5						
vRP31_1	Cytoplasm	0.001						
vRP31_2	Cytoplasm	0.001						
vRP31_3	Cytoplasm	0.001						
vRP31_4	Cytoplasm	0.001						
vRP31_5	Cytoplasm	0.001						
vRP31_6	Cytoplasm	0.001						
vRP31_7	Cytoplasm	0.001						
vRP31_8	Cytoplasm	0.001						
vRP31_9	Cytoplasm	0.001						
vRP31_10	Cytoplasm	0.001						
vRP31_11	Cytoplasm	0.001						
vRP31_12	Cytoplasm	0.001						
vRP31_13	Cytoplasm	0.001						
vRP31_14	Cytoplasm	0.001						
vRP31_15	Cytoplasm	0.001						
vRP31_16	Cytoplasm	0.001						
vRP31_17	Cytoplasm	0.001						
vRP31_18	Cytoplasm	0.001						
vRP31_19	Cytoplasm	0.001						
vRP31_20	Cytoplasm	0.001						
vRP31_21	Cytoplasm	0.001						
vRP31_22	Cytoplasm	0.001						
vRP31_23	Cytoplasm	0.001						
vRP31_24	Cytoplasm	0.001						
vRP31_25	Cytoplasm	0.001						
vRP31_26	Cytoplasm	0.001						
vRP31_27	Cytoplasm	0.001						
vRP31_28	Cytoplasm	0.001						
vRP31_29	Cytoplasm	0.001						
vRP32_1	Cytoplasm	0.01						
vRP32_2	Cytoplasm	0.01						
vRP32_3	Cytoplasm	0.01						
vRP32_4	Cytoplasm	0.01						
vRP32_5	Cytoplasm	0.01						
vRP32_6	Cytoplasm	0.01						
vRP32_7	Cytoplasm	0.01						
vRP32_8	Cytoplasm	0.01						
vRP32_9	Cytoplasm	0.01						
vRP32_10	Cytoplasm	0.01						
vRP32_11	Cytoplasm	0.01						
vRP32_12	Cytoplasm	0.01						
vRP32_13	Cytoplasm	0.01						
vRP32_14	Cytoplasm	0.01						
vRP32_15	Cytoplasm	0.01						
vRP32_16	Cytoplasm	0.01						
vRP32_17	Cytoplasm	0.01						
vRP32_18	Cytoplasm	0.01						
vRP32_19	Cytoplasm	0.01						
vRP32_20	Cytoplasm	0.01						
vRP32_21	Cytoplasm	0.01						
vRP32_22	Cytoplasm	0.01						
vRP32_23	Cytoplasm	0.01						
vRP32_24	Cytoplasm	0.01						
vRP32_25	Cytoplasm	0.01						
vRP32_26	Cytoplasm	0.01						
vRP32_27	Cytoplasm	0.01						
vRP32_28	Cytoplasm	0.01						
vRP32_29	Cytoplasm	0.01						
vRP33_1	Cytoplasm	1						
vRP33_2	Cytoplasm	1						
vRP33_3	Cytoplasm	1						
vRP33_4	Cytoplasm	1						
vRP33_5	Cytoplasm	1						
vRP33_6	Cytoplasm	1						
vRP33_7	Cytoplasm	1						
vRP33_8	Cytoplasm	1						
vRP33_9	Cytoplasm	1						
vRP33_10	Cytoplasm	1						
vRP33_11	Cytoplasm	1						
vRP33_12	Cytoplasm	1						
vRP33_13	Cytoplasm	1						
vRP33_14	Cytoplasm	1						
vRP33_15	Cytoplasm	1						
vRP33_16	Cytoplasm	1						
vRP33_17	Cytoplasm	1						
vRP33_18	Cytoplasm	1						
vRP33_19	Cytoplasm	1						
vRP33_20	Cytoplasm	1						
vRP33_21	Cytoplasm	1						
vRP33_22	Cytoplasm	1						
vRP33_23	Cytoplasm	1						
vRP33_24	Cytoplasm	1						
vRP33_25	Cytoplasm	1						
vRP33_26	Cytoplasm	1						
vRP33_27	Cytoplasm	1						
vRP33_28	Cytoplasm	1						
vRP33_29	Cytoplasm	1						
vRP34_1	Cytoplasm	0.008						
vRP34_2	Cytoplasm	0.01						
vRP34_3	Cytoplasm	0.008						
vRP34_4	Cytoplasm	0.01						
vRP34_5	Cytoplasm	0.008						
vRP34_6	Cytoplasm	0.01						
vRP34_7	Cytoplasm	0.008						
vRP34_8	Cytoplasm	0.01						
vRP34_9	Cytoplasm	0.008						
vRP34_10	Cytoplasm	0.01						
vRP34_11	Cytoplasm	0.008						
vRP34_12	Cytoplasm	0.01						
vRP34_13	Cytoplasm	0.008						
vRP34_14	Cytoplasm	0.01						
vRP34_15	Cytoplasm	0.008						
vRP34_16	Cytoplasm	0.01						
vP1	Cytoplasm	0.001						
vP2	Cytoplasm	0.01						
vP3	Cytoplasm	0.001						
vP4	Cytoplasm	0.01						
vP5	Cytoplasm	0.1						
vP6	Cytoplasm	1						
vP7	Cytoplasm	0.1						
vP8	Cytoplasm	1						
vP9	Cytoplasm	0.1						
vP10	Cytoplasm	0.1						
vP13	Cytoplasm	0.1						
vP14	Cytoplasm	1						
vP15	Cytoplasm	1						
vP16	Cytoplasm	0.1						
vP17	Cytoplasm	1						
vP18	Cytoplasm	1						
vP19	Cytoplasm	0.1						
vP20	Cytoplasm	1						
vP21	Cytoplasm	10						
vP22	Cytoplasm	0.1						
vP23	Cytoplasm	1						
vP24	Cytoplasm	10						
vP25	Cytoplasm	0.1						
vP26	Cytoplasm	1						
vP27	Cytoplasm	5						
vP28	Cytoplasm	0.1						
vP29	Cytoplasm	1						
vP30	Cytoplasm	5						
vP31	Cytoplasm	0.1						
vP32	Cytoplasm	0.01						
vP33	Cytoplasm	0.001						
vP34	Cytoplasm	1						
vP35	Cytoplasm	1						
vP36	Cytoplasm	0.001						
vP37	Cytoplasm	1						
vP38	Cytoplasm	1						
vP39	Nucleus	0.002						
vP40	Nucleus	0.2						
vP41	Nucleus	1						
vP42	Nucleus	0.001						
vP43	Nucleus	0.1						
vP44	Cytoplasm	0.01						
vP45	Nucleus	0.013						
vP46	Cytoplasm	0.001						
vP47	Cytoplasm	0.1						
vP48	Cytoplasm	1						
vP49	Cytoplasm	0.01						
vP50	Cytoplasm	0.001						
vP51	Cytoplasm	0.1						
vP52	Cytoplasm	1						
vP53	Cytoplasm	0.01						
vP54	Cytoplasm	0.001						
vP55	Cytoplasm	0.1						
vP56	Cytoplasm	1						
vP57	Cytoplasm	0.02						
vP58	Cytoplasm	2						
vP59	Cytoplasm	10						
vP60	Cytoplasm	0						
vP61	Cytoplasm	0.1						
vP62	Cytoplasm	1						
vP63	Cytoplasm	1						
vP64	Cytoplasm	0.001						
vP65	Cytoplasm	0.1						
vP66	Cytoplasm	1						
vP67	Cytoplasm	0.001						
vP68	Cytoplasm	0.1						
vP69	Cytoplasm	1						
vP70	Cytoplasm	0.001						
vP71	Cytoplasm	0.1						
